coordinates,gene_name,fig_name,evaluation,match_name
"410,54,169,33",TELOMERE,PMC4061041__pone.0099983.g006.jpg,FP,None
"74,52,86,35",DNA,PMC4061041__pone.0099983.g006.jpg,FP,None
"172,53,148,41", DAMAGE,PMC4061041__pone.0099983.g006.jpg,FP,None
"114,228,64,32",AAI,PMC4061041__pone.0099983.g006.jpg,TP,AAI
"212,224,64,36",H,PMC4061041__pone.0099983.g006.jpg,FP,None
"308,229,78,33",ATM,PMC4061041__pone.0099983.g006.jpg,TP,ATM
"576,240,141,35",CELLULAR,PMC4061041__pone.0099983.g006.jpg,FP,None
"532,294,227,33",SENESCENCE,PMC4061041__pone.0099983.g006.jpg,FP,None
"300,336,96,30",IGF-1,PMC4061041__pone.0099983.g006.jpg,TP,IGF-1
"546,344,77,38",RS,PMC4061041__pone.0099983.g006.jpg,FP,None
"642,343,105,41",SIPS),PMC4061041__pone.0099983.g006.jpg,FP,None
"4,438,151,33",AG1024,PMC4061041__pone.0099983.g006.jpg,TP,AG1024
"184,434,65,38",H,PMC4061041__pone.0099983.g006.jpg,FP,None
"284,441,133,32",IGF1R,PMC4061041__pone.0099983.g006.jpg,FP,None
"210,546,114,36",MAPK,PMC4061041__pone.0099983.g006.jpg,FP,None
"340,547,152,43",PATHWAY,PMC4061041__pone.0099983.g006.jpg,FP,None
"302,654,92,38",EGR-1,PMC4061041__pone.0099983.g006.jpg,TP,EGR-1
"299,759,100,32",SCLU,PMC4061041__pone.0099983.g006.jpg,TP,SCLU
"438,775,20,4",-,PMC4061041__pone.0099983.g006.jpg,FP,None
"323,19,43,29",PMA,PMC4074601__nihms577797f8.jpg,FP,None
"478,21,68,27",ACTIVIN,PMC4074601__nihms577797f8.jpg,FP,None
"555,21,13,27",A,PMC4074601__nihms577797f8.jpg,FP,None
"548,160,106,42",RECEPTORS,PMC4074601__nihms577797f8.jpg,FP,None
"541,212,83,33",SMAD2,PMC4074601__nihms577797f8.jpg,TP,SMAD2
"44,333,120,39",CYTOPLASM,PMC4074601__nihms577797f8.jpg,FP,None
"500,365,81,33",SMAD2,PMC4074601__nihms577797f8.jpg,TP,SMAD2
"502,596,33,30",P.P,PMC4074601__nihms577797f8.jpg,FP,None
"499,618,81,37",SMAD2,PMC4074601__nihms577797f8.jpg,TP,SMAD2
"661,592,100,32",APCCCHT,PMC4074601__nihms577797f8.jpg,FP,None
"58,680,90,38",NUCLEUS,PMC4074601__nihms577797f8.jpg,FP,None
"520,752,49,25", SNON,PMC4074601__nihms577797f8.jpg,TP,SNON
"722,751,50,26", SNON,PMC4074601__nihms577797f8.jpg,TP,SNON
"477,869,59,42",RNAP,PMC4074601__nihms577797f8.jpg,FP,None
"540,871,23,41", 2,PMC4074601__nihms577797f8.jpg,FP,None
"449,900,46,37",T-S,PMC4074601__nihms577797f8.jpg,FP,None
"233,887,78,26",ACTIVIN,PMC4074601__nihms577797f8.jpg,FP,None
"318,886,14,27",A,PMC4074601__nihms577797f8.jpg,FP,None
"614,884,59,28",CD61,PMC4074601__nihms577797f8.jpg,TP,CD61
"43,5,41,19",CTF,PMC4252843__nihms611316f5.jpg,TP,CTF
"401,59,88,19",HBEGF,PMC4252843__nihms611316f5.jpg,TP,HB-EGF
"39,127,63,19", GPCR,PMC4252843__nihms611316f5.jpg,TP,GPCR
"255,124,158,26",ADAM-12ADAM-10,PMC4252843__nihms611316f5.jpg,TP,ADAM
"531,128,59,22",EGFR,PMC4252843__nihms611316f5.jpg,TP,EGFR
"73,247,39,26",GA,PMC4252843__nihms611316f5.jpg,FP,None
"121,245,57,28",GBY,PMC4252843__nihms611316f5.jpg,FP,None
"262,254,49,21",CA2,PMC4252843__nihms611316f5.jpg,FP,None
"263,299,44,19", PKC,PMC4252843__nihms611316f5.jpg,FP,None
"201,338,104,24",NAD(P)H,PMC4252843__nihms611316f5.jpg,FP,None
"315,339,93,19",OXIDASE,PMC4252843__nihms611316f5.jpg,FP,None
"148,2,65,17",BLOOD,PMC4536527__srep13092-f8.jpg,FP,None
"222,2,72,17",VESSEL,PMC4536527__srep13092-f8.jpg,FP,None
"32,44,43,18",FFA,PMC4536527__srep13092-f8.jpg,FP,None
"602,40,146,22",CHONDROCYTE,PMC4536527__srep13092-f8.jpg,FP,None
"444,62,57,16",TLR4,PMC4536527__srep13092-f8.jpg,TP,TLR4
"2,111,76,17",LACTATE,PMC4536527__srep13092-f8.jpg,FP,None
"440,221,73,18",OLDHA,PMC4536527__srep13092-f8.jpg,FP,None
"430,291,105,19",OLACTATE,PMC4536527__srep13092-f8.jpg,FP,None
"723,330,37,16",IL-6,PMC4536527__srep13092-f8.jpg,TP,IL-6
"493,364,54,23", HIF1,PMC4536527__srep13092-f8.jpg,TP,HIF1
"552,372,8,9",A,PMC4536527__srep13092-f8.jpg,FP,None
"721,357,44,19",TNF,PMC4536527__srep13092-f8.jpg,TP,TNF
"775,364,8,9",A,PMC4536527__srep13092-f8.jpg,FP,None
"723,388,34,17",IL-1,PMC4536527__srep13092-f8.jpg,TP,IL-6
"770,389,8,17", B,PMC4536527__srep13092-f8.jpg,FP,None
"513,467,64,17",VEGF,PMC4536527__srep13092-f8.jpg,TP,VEGF
"118,492,40,22",ND,PMC4536527__srep13092-f8.jpg,FP,None
"283,491,59,24",HFD,PMC4536527__srep13092-f8.jpg,FP,None
"105,558,68,22",LEAN,PMC4536527__srep13092-f8.jpg,FP,None
"268,557,93,22",OBESE,PMC4536527__srep13092-f8.jpg,FP,None
"582,557,201,22",OSTEOARTHRITIS,PMC4536527__srep13092-f8.jpg,FP,None
"318,13,31,15", NAC,PMC4826221__oncotarget-07-4490-g009.jpg,TP,NAC
"187,22,28,15",GL,PMC4826221__oncotarget-07-4490-g009.jpg,TP,GL
"142,153,31,8",PH2AX,PMC4826221__oncotarget-07-4490-g009.jpg,TP,PH2AX
"345,150,75,13",P-ATMATR,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"526,154,43,9",CAFFEINE,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"358,264,50,14",P-CHK1,PMC4826221__oncotarget-07-4490-g009.jpg,TP,CHK1
"504,265,55,14",UCN-01,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"93,281,70,15",APOPTOSIS,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"355,357,56,12",CDC25C,PMC4826221__oncotarget-07-4490-g009.jpg,TP,CDC25C
"169,385,57,14",P-CDK1,PMC4826221__oncotarget-07-4490-g009.jpg,TP,CDK
"550,386,42,11",CDK1,PMC4826221__oncotarget-07-4490-g009.jpg,TP,CDK
"187,423,45,14",CYCLIN,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"239,423,9,11", B,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"556,422,45,16",CYCLIN,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"609,423,8,12", B,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"32,460,40,14",G2GM,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"79,462,37,12",ARREST,PMC4826221__oncotarget-07-4490-g009.jpg,FP,None
"61,109,67,-40",6-OHDA,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"56,149,68,-36",INDUCED,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"118,93,52,-25",STRESS,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"304,177,53,18",JNKS,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"75,257,33,17",BCL-,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"115,256,58,22",FAMILY,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"383,259,48,15",C-JUN,PMC5037850__ijms-17-01585-g001.jpg,TP,c-Jun
"303,348,53,17", AP-1,PMC5037850__ijms-17-01585-g001.jpg,TP,AP
"592,347,34,18",FAS,PMC5037850__ijms-17-01585-g001.jpg,TP,FAS
"636,348,10,17",L,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"201,467,137,20",MITOCHONDRIA,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"346,466,118,23",CYTOCHROME,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"471,473,8,10",C,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"277,567,86,19",CASPASE-,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"370,567,9,15",3,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"272,719,40,19",CELL,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"323,719,67,19",DEATH,PMC5037850__ijms-17-01585-g001.jpg,FP,None
"253,27,82,19",ITSN-L,PMC5148706__nihms828371f2.jpg,TP,ITSN
"46,141,37,14",WIP,PMC5148706__nihms828371f2.jpg,TP,WIP
"255,140,79,14",N-WASP,PMC5148706__nihms828371f2.jpg,TP,N-WASP
"496,141,59,17",CDC42,PMC5148706__nihms828371f2.jpg,TP,CDC42
"43,234,87,14",CORTACTIN,PMC5148706__nihms828371f2.jpg,FP,None
"265,263,61,18",ARP2ARP3,PMC5148706__nihms828371f2.jpg,FP,None
"256,285,80,19",COMPLEX,PMC5148706__nihms828371f2.jpg,FP,None
"271,385,48,14", CACTIN,PMC5148706__nihms828371f2.jpg,FP,None
"226,409,140,18",POLYMERIZATION,PMC5148706__nihms828371f2.jpg,FP,None
"287,50,71,14",MYOCARDIAL,PMC5238375__srep40523-f2.jpg,FP,None
"295,63,51,17", DAMAGE,PMC5238375__srep40523-f2.jpg,FP,None
"275,227,67,14",ATIRP38,PMC5238375__srep40523-f2.jpg,FP,None
"349,227,44,11",MAPK,PMC5238375__srep40523-f2.jpg,FP,None
"626,311,26,10", PFD,PMC5238375__srep40523-f2.jpg,TP,PFD
"20,327,27,10", PFD,PMC5238375__srep40523-f2.jpg,TP,PFD
"343,326,38,11",ACE2,PMC5238375__srep40523-f2.jpg,TP,ACE2
"257,344,30,11",ACE,PMC5238375__srep40523-f2.jpg,TP,ACE2
"486,380,43,10",LXR-A,PMC5238375__srep40523-f2.jpg,TP,LXR
"126,387,44,11",LXR-A,PMC5238375__srep40523-f2.jpg,TP,LXR
"334,419,59,14",ANG(1-7),PMC5238375__srep40523-f2.jpg,TP,ANG
"260,452,25,14",ANG,PMC5238375__srep40523-f2.jpg,TP,ANG
"291,450,8,12", 2,PMC5238375__srep40523-f2.jpg,FP,None
"343,516,32,11",MAS,PMC5238375__srep40523-f2.jpg,TP,MAS
"260,543,39,11",ATIR,PMC5238375__srep40523-f2.jpg,TP,ATIR
"280,737,48,11",CARDIAC,PMC5238375__srep40523-f2.jpg,FP,None
"335,737,46,12",FIBROSIS,PMC5238375__srep40523-f2.jpg,FP,None
"336,0,77,45", SYX,PMC5241026__nihms839270f8.jpg,TP,SYX
"9,188,199,51",F-ACTIN+,PMC5241026__nihms839270f8.jpg,FP,None
"313,191,33,45",–,PMC5241026__nihms839270f8.jpg,FP,None
"348,190,136,45",RHOA,PMC5241026__nihms839270f8.jpg,TP,RhoA
"12,392,135,35",RAB3D,PMC5241026__nihms839270f8.jpg,TP,RAB3D
"312,392,123,36",SIRT1,PMC5241026__nihms839270f8.jpg,TP,SIRT
"314,562,142,56",RARYH,PMC5241026__nihms839270f8.jpg,FP,None
"580,564,174,33",RHPN2,PMC5241026__nihms839270f8.jpg,TP,RHPN
"290,750,221,44",NOGGIN-,PMC5241026__nihms839270f8.jpg,TP,Noggin
"579,753,157,41",HBMP4,PMC5241026__nihms839270f8.jpg,FP,None
"136,768,74,10",---,PMC5241026__nihms839270f8.jpg,FP,None
"585,882,168,49", SMAD1,PMC5241026__nihms839270f8.jpg,FP,None
"308,954,135,39",NEURL,PMC5241026__nihms839270f8.jpg,FP,None
"239,1007,281,35",DIFFERENTIATION,PMC5241026__nihms839270f8.jpg,FP,None
"539,1006,115,42",F---,PMC5241026__nihms839270f8.jpg,FP,None
"329,21,52,16",ETOH,PMC5404978__nihms860625f10.jpg,TP,EtOH
"327,182,66,16",FOX01,PMC5404978__nihms860625f10.jpg,FP,None
"322,356,66,17",AMPK,PMC5404978__nihms860625f10.jpg,TP,AMPK
"629,426,91,17",TORC1,PMC5404978__nihms860625f10.jpg,FP,None
"450,460,33,11",S555,PMC5404978__nihms860625f10.jpg,FP,None
"208,502,34,13",S164,PMC5404978__nihms860625f10.jpg,FP,None
"475,499,40,17",ULK,PMC5404978__nihms860625f10.jpg,TP,ULK 1
"525,500,9,15",1,PMC5404978__nihms860625f10.jpg,FP,None
"21,517,85,17", 14-3-3,PMC5404978__nihms860625f10.jpg,FP,None
"531,542,33,10",S757,PMC5404978__nihms860625f10.jpg,FP,None
"148,545,74,17",PIK3C3,PMC5404978__nihms860625f10.jpg,TP,PIK3C3
"50,565,68,16",ATG14,PMC5404978__nihms860625f10.jpg,TP,ATG7
"294,565,25,11",S93,PMC5404978__nihms860625f10.jpg,FP,None
"214,596,70,17",BECN1,PMC5404978__nihms860625f10.jpg,TP,BECN1
"87,608,98,17",AMBRA1,PMC5404978__nihms860625f10.jpg,TP,AMBRA1
"290,626,32,14",S14,PMC5404978__nihms860625f10.jpg,FP,None
"103,878,91,19",SQSTM1,PMC5404978__nihms860625f10.jpg,TP,SQSTM1
"291,878,51,16",LC3B,PMC5404978__nihms860625f10.jpg,TP,LC3B
"438,876,55,16",ATG7,PMC5404978__nihms860625f10.jpg,TP,ATG7
"5,5,148,26",LIPO-PGE1,PMC5482458__pone.0179614.g005.jpg,FP,None
"264,225,85,20",ERK1ERK2,PMC5482458__pone.0179614.g005.jpg,FP,None
"371,385,67,22", ETS-1,PMC5482458__pone.0179614.g005.jpg,TP,ETS
"146,714,145,33",COLLAGEN,PMC5482458__pone.0179614.g005.jpg,FP,None
"300,714,177,33",PRODUCTION,PMC5482458__pone.0179614.g005.jpg,FP,None
"359,11,45,10",TGFBS,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,TGFBS
"561,14,39,10",NREP,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,NREP
"202,96,55,10",TGFBR1,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,TGFBR1
"270,90,69,19",TGFBR2,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,TGFBR1
"330,152,49,11",SMAD2,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,SMAD2
"331,175,49,11",SMAD3,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,SMAD2
"561,206,49,11",SMAD4,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,SMAD2
"118,345,40,10",HIPK2,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,HIPK2
"420,384,58,10",PRDM16,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,TP,PRDM16
"152,416,102,16",TRANSCRIPTION,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,FP,None
"84,426,29,10",DNA,PMC5541090__41598_2017_6522_Fig1_HTML.jpg,FP,None
"327,14,37,15",TPA,PMC5642883__BMRI2017-9592501.008.jpg,TP,TPA
"79,32,95,16",MEMBRANE,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"314,192,73,15",MEK2MEK1,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"75,216,67,24",CYTOSOL,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"316,313,67,14",ERK1ERK2,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"341,443,21,14",XS,PMC5642883__BMRI2017-9592501.008.jpg,TP,XS
"418,439,18,15",D-,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"339,576,21,15",XS,PMC5642883__BMRI2017-9592501.008.jpg,TP,XS
"76,596,71,15",NUCLEUS,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"562,620,50,14",LCN2,PMC5642883__BMRI2017-9592501.008.jpg,TP,LCN2
"320,660,38,13",TRE,PMC5642883__BMRI2017-9592501.008.jpg,FP,None
"151,17,57,15",MST2MST1,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"159,91,60,15",LAST2LAST1,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"422,110,38,12",CTGF,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"568,113,66,15",MIRNA-CTGF,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"291,135,27,12", YAP,PMC5788631__oncotarget-09-2175-g012.jpg,TP,YAP
"405,147,68,5", PROSTEIN,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"81,148,27,14", YAP,PMC5788631__oncotarget-09-2175-g012.jpg,TP,YAP
"30,173,52,18", 14-3-3,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"595,176,5,12",?,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"423,237,50,6",CTGF,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"225,268,27,11", YAP,PMC5788631__oncotarget-09-2175-g012.jpg,TP,YAP
"417,274,58,5",MRNA,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"245,295,40,11",TEAD,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"388,314,37,12",CTGF,PMC5788631__oncotarget-09-2175-g012.jpg,FP,None
"9,11,29,6",YWHAZ,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"85,11,28,6",CALMI,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"162,11,25,6",FGFR3,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,FGFR3
"283,38,23,7",ITGBS,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"389,38,28,6",LAMA2,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,LAMA2
"466,38,21,6",GRB2,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,GRB2
"665,38,25,6",FGFR4,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,FGFR3
"741,37,23,9",PRKCI,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,PRKCI
"531,83,21,6",AKTI,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"151,87,37,15",(COLAAS,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"10,91,22,6", CDH1,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,CDH1
"87,91,20,6",HRAS,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,HRAS
"233,100,21,6",SGKI,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"377,115,21,7",TSC2,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,TSC2
"663,117,27,6",RAPIA,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"730,115,42,10",PPP2R3A,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,PPP2R3A
"590,134,25,7",FGFR2,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,FGFR3
"181,161,31,18",CCNDI,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,FP,None
"358,193,20,6",PTEN,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,PTEN
"130,203,16,6",KDR,PMC5850946__12859_2018_2036_Fig5_HTML.jpg,TP,KDR
"577,84,79,12",FIBRONECTIN,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"105,92,76,17",CILENGITIDE,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"395,115,63,18",INTEGRINS,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"276,253,26,13",FAK,PMC5908975__fnmol-11-00130-g0007.jpg,TP,FAK
"303,281,55,16",PAXILLIN,PMC5908975__fnmol-11-00130-g0007.jpg,TP,Paxillin
"244,409,30,11", AKT,PMC5908975__fnmol-11-00130-g0007.jpg,TP,AKT
"535,468,50,14",MMP2,PMC5908975__fnmol-11-00130-g0007.jpg,TP,MMP2
"52,486,26,14",ERK,PMC5908975__fnmol-11-00130-g0007.jpg,TP,ERK
"534,492,51,15",MMP9,PMC5908975__fnmol-11-00130-g0007.jpg,TP,MMP2
"427,507,38,12",SOX-2,PMC5908975__fnmol-11-00130-g0007.jpg,TP,SOX
"205,537,26,14",P53,PMC5908975__fnmol-11-00130-g0007.jpg,TP,P53
"22,584,42,15",CYCLIN,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"70,581,23,18", D1,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"337,585,32,17",P-GP,PMC5908975__fnmol-11-00130-g0007.jpg,TP,P-GP
"160,629,70,13",APOPTOSIS,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"395,626,103,14",DIFFERENTIATION,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"510,667,22,12",CELL,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"539,667,83,13",ATTACHMENT,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"4,677,88,16",PROLIFERATION,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"230,719,123,13",CHEMORESISTANCE,PMC5908975__fnmol-11-00130-g0007.jpg,FP,None
"55,12,27,11", PTCH,PMC5949124__IBJ-22-217-g001.jpg,TP,PTCH
"198,13,32,10",SMO,PMC5949124__IBJ-22-217-g001.jpg,TP,SMO
"339,13,18,16",HH,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"362,16,37,15",LIGANDS,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"463,14,27,11", PTCH,PMC5949124__IBJ-22-217-g001.jpg,TP,PTCH
"606,15,32,10",SMO,PMC5949124__IBJ-22-217-g001.jpg,TP,SMO
"131,158,20,10",GLI,PMC5949124__IBJ-22-217-g001.jpg,TP,GLI
"537,157,20,13",GLI,PMC5949124__IBJ-22-217-g001.jpg,TP,GLI
"110,176,64,18",(GLI13)(GLI12(GLI1,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"515,178,64,14",(GLI13)(GLI12(GLI1,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"14,272,46,10",NUCLEUS,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"428,270,47,13",NUCLEUS,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"98,333,43,12",TARGET,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"146,336,39,10",GENES,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"509,333,42,12",TARGET,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"557,335,39,10",GENES,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"251,408,5,7",A,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"657,403,7,10", B,PMC5949124__IBJ-22-217-g001.jpg,FP,None
"153,32,65,11",PDGFB,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"519,119,50,12",CDCP1,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"268,152,64,15",PDGFRB,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"636,516,52,14", PROSTEIN,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"636,529,106,19",NEO-SYNTHESIS,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"255,537,45,17",ERK1ERK2,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"380,534,53,18",MRNA,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,FP,None
"256,632,49,11",UO126,PMC5967041__12885_2018_4500_Fig4_HTML.jpg,TP,UO126
"231,16,24,10",FSH,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"226,36,34,10",FSHR,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"232,166,27,10",PKA,PMC6241696__ott-11-8107Fig4.jpg,TP,PKA
"222,261,46,13",GSK3B,PMC6241696__ott-11-8107Fig4.jpg,TP,GSK3B
"221,310,7,9", P,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"218,373,67,12",NF-KB(P65),PMC6241696__ott-11-8107Fig4.jpg,TP,NF-KB
"471,376,42,9",CASP3,PMC6241696__ott-11-8107Fig4.jpg,TP,CASP3
"239,490,36,14", NF-KB1,PMC6241696__ott-11-8107Fig4.jpg,TP,NF-KB
"562,529,46,12",CERVICAL,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"614,532,39,7",CANCER,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"658,530,18,9",CELL,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"572,546,68,12",PROLIFERATION,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"646,546,20,9",AND,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"591,563,56,11",APOPTOSIS,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"281,566,36,12",TARGET,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"322,569,28,9",GENE,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"356,566,62,12",EXPRESSION,PMC6241696__ott-11-8107Fig4.jpg,FP,None
"406,11,13,8",IL6,PMC6307990__gr7.jpg,TP,IL6
"455,9,13,6",IL6,PMC6307990__gr7.jpg,TP,IL6
"638,22,14,6",IL6,PMC6307990__gr7.jpg,TP,IL6
"459,106,20,7",ILGR,PMC6307990__gr7.jpg,FP,None
"423,176,55,17",TRYPTOPHAN,PMC6307990__gr7.jpg,FP,None
"290,211,42,12",P-STAT3,PMC6307990__gr7.jpg,TP,STAT3
"451,233,22,12",IDO1,PMC6307990__gr7.jpg,TP,IDO1
"510,244,65,15",KYNURENINE,PMC6307990__gr7.jpg,FP,None
"129,285,40,7",INVASION,PMC6307990__gr7.jpg,FP,None
"11,288,46,9",MIGRATION,PMC6307990__gr7.jpg,FP,None
"77,288,19,7",EMT,PMC6307990__gr7.jpg,TP,EMT
"225,373,47,14",P-STAT,PMC6307990__gr7.jpg,TP,STAT3
"93,374,26,6", PD-L1,PMC6307990__gr7.jpg,TP,PD-L1
"339,379,26,7",IDO1,PMC6307990__gr7.jpg,TP,IDO1
"418,379,19,13",IL6,PMC6307990__gr7.jpg,TP,IL6
"421,86,40,17",PM,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"211,115,42,21",ORAIL,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"584,145,39,13", DAG,PMC6322368__medscimonit-24-9413-g008.jpg,TP,DAG
"226,188,43,18",CA,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"74,212,50,14",STIM1,PMC6322368__medscimonit-24-9413-g008.jpg,TP,STIM1
"471,196,44,13",CA,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"520,187,53,12", PKC,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"170,277,42,18",CA,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"543,297,26,13",IKB,PMC6322368__medscimonit-24-9413-g008.jpg,TP,IKB
"480,317,55,14", NF-KB1,PMC6322368__medscimonit-24-9413-g008.jpg,TP,NF-KB
"296,309,21,14",ER,PMC6322368__medscimonit-24-9413-g008.jpg,FP,None
"509,49,63,21",NOS1,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,TP,NOS1
"480,99,34,13",PDZ,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"521,97,69,16",DOMAIN,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"396,108,27,14",NO,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"217,141,121,18",SNO-PTEN,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"515,144,58,22",PTEN,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,TP,PTEN
"150,146,33,11",CYS83,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,FP,None
"260,252,48,16", AKT,PMC6451008__41419_2019_1542_Fig1_HTML.jpg,TP,AKT
